order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied
O901951,C00211,P0001,3,17.66,18-08-2025,Delivered,Bank Transfer,West,0.2
O529086,C00449,P0027,2,14.79,18-08-2025, Cancelled ,credit card,Central,
O675459,C00314,P0007,3,10.53,27-07-2025, Cancelled ,Bank Transfer,Central,0
O106347,C00169,P0030,3,12.35,28-07-2025,Delayed,Credit Card,West,
O580600,C00453,P0028,3,36.07,19-08-2025, DELAYED,credit card,North,0.1
O415494,C00325,P0006,2,18.13,19-08-2025,Delayed,PayPal,South,0.1
O903878,C00138,P0030,3,19.75,28-07-2025,Delivered,credit card,West,0.05
O990980,C00310,P0019,5,19.94,29-07-2025,delivered,credit card,South,0.2
O181058,C00087,P0029,5,16.7,20-08-2025,Delayed,Credit Card,Central,
O868518,C00157,P0010,2,26.02,20-08-2025,Delayed,credit card,South,0.05
O199691,C00238,P0011,5,16.1,29-07-2025,delivered,Credit Card,North,0.2
O538559,C00069,P0006,2,43.09,30-07-2025, DELAYED,PayPal,North,0.2
O554623,C00211,P0002,2,45.67,21-08-2025,Delayed,credit card,West,0.15
O281658,C00079,P0015,2,21.93,21-08-2025,Delivered,Bank Transfer,Central,0.05
O774643,C00374,P0014,3,10.5,30-07-2025, Cancelled ,PayPal,Central,
O822153,C00255,P0010,2,12.29,31-07-2025,Delivered,PayPal,North,0.1
O229160,C00243,P0029,4,8.91,22-08-2025,Delivered,Credit Card,West,0.05
O344216,C00418,P0009,1,38.52,22-08-2025,Delivered,credit card,North,0.1
O793059,C00102,P0030,2,20.41,31-07-2025, Cancelled ,PayPal,North,0.15
O334065,C00447,P0014,5,19.67,01-08-2025,delivered,Bank Transfer,South,0.15
O367207,C00336,P0019,5,13.39,23-08-2025,Delivered,Credit Card,Central,0.1
O207161,C00114,P0012,2,22.75,23-08-2025, Cancelled ,Bank Transfer,East,
O188200,C00062,P0006,2,17.91,01-08-2025, DELAYED,Credit Card,South,0.2
O425784,C00441,P0012,5,14.66,02-08-2025, Cancelled ,PayPal,West,0.05
O389815,C00062,P0002,1,43.69,24-08-2025, Cancelled ,Credit Card,East,0
O388836,C00097,P0001,5,8.87,24-08-2025, Cancelled ,Bank Transfer,South,0.1
O455168,C00323,P0019,3,18.81,02-08-2025,Delayed,PayPal,South,
O602463,C00434,P0021,2,40.72,03-08-2025,Delivered,PayPal,North,0
O895136,C00141,P0029,3,38.62,25-08-2025,Delayed,PayPal,South,0.1
O600037,C00086,P0019,5,8.64,25-08-2025,Delayed,Bank Transfer,East,0.05
O571034,C00447,P0027,5,12.05,03-08-2025,Delivered,credit card,South,0
O675033,C00441,P0025,2,48.49,04-08-2025,Delivered,credit card,West,
O182687,C00473,P0009,5,39.44,24-08-2025, Cancelled ,Credit Card,South,0.05
O562105,C00111,P0011,5,25.84,24-08-2025, Cancelled ,PayPal,South,
O850705,C00370,P0026,1,39.61,02-08-2025,delivered,Credit Card,East,0.1
O881717,C00331,P0012,3,9.23,03-08-2025,delivered,PayPal,South,0
O418718,C00261,P0014,2,11.98,23-08-2025, Cancelled ,PayPal,East,0.05
O136583,C00225,P0028,5,22.37,23-08-2025,delivered,Bank Transfer,West,0
O951100,C00166,P0024,1,18.14,01-08-2025,delivered,Bank Transfer,East,0.2
O662538,C00480,P0011,4,14.52,02-08-2025,delivered,PayPal,Central,0.05
O133034,C00352,P0024,5,39.74,22-08-2025,Delivered,credit card,South,0.2
O427632,C00248,P0022,4,30.07,22-08-2025,Delayed,Bank Transfer,South,
O626435,C00265,P0006,1,9.23,31-07-2025, Cancelled ,Credit Card,Central,0.05
O248549,C00216,P0008,4,47.55,01-08-2025, DELAYED,PayPal,Central,0.1
O983263,C00034,P0013,3,8.83,21-08-2025, Cancelled ,Bank Transfer,Central,0.1
O804757,C00321,P0008,2,15.77,21-08-2025,Delayed,Credit Card,South,0.2
O961508,C00201,P0021,4,38.15,30-07-2025, DELAYED,PayPal,East,0
O131701,C00312,P0021,3,23.26,31-07-2025,Delayed,PayPal,West,0.05
O815292,C00114,P0003,5,36.95,20-08-2025,Delayed,PayPal,South,0.2
O950094,C00202,P0027,2,38.47,20-08-2025,delivered,Credit Card,South,0.2
O409405,C00369,P0026,2,15.05,29-07-2025, Cancelled ,Bank Transfer,Central,0.05
O560618,C00168,P0026,4,9.28,30-07-2025,Delayed,credit card,North,0.15
O688414,C00106,P0014,5,34.38,19-08-2025, Cancelled ,Credit Card,North,0.15
O997877,C00210,P0018,3,48.04,19-08-2025,Delivered,PayPal,West,0.05
O239905,C00074,P0024,2,20.34,28-07-2025, DELAYED,credit card,North,
O329463,C00387,P0011,3,24.83,29-07-2025,Delivered,Bank Transfer,West,
O175581,C00037,P0011,4,35.47,18-08-2025,Delayed,Credit Card,South,0.15
O218238,C00175,P0022,4,23.22,18-08-2025,delivered,Credit Card,North,
O398119,C00249,P0014,5,30.48,27-07-2025, Cancelled ,PayPal,West,
O455787,C00029,P0023,4,19.78,28-07-2025,Delayed,Credit Card,West,0
O758507,C00374,P0010,5,9.84,17-08-2025,Delivered,credit card,West,0.2
O402997,C00392,P0010,4,10.13,17-08-2025,Delayed,credit card,West,0.15
O227627,C00072,P0004,5,27.07,26-07-2025,Delayed,credit card,South,0.1
O730314,C00175,P0016,2,29.08,27-07-2025,delivered,Bank Transfer,West,0.1
O142443,C00345,P0018,4,39.93,16-08-2025, DELAYED,Credit Card,North,0
O995201,C00404,P0013,4,18.59,16-08-2025,Delayed,credit card,North,0.2
O803584,C00148,P0017,2,25.96,25-07-2025,delivered,Credit Card,Central,0.05
O286762,C00414,P0025,5,27.86,26-07-2025,Delivered,Credit Card,South,0
O254335,C00318,P0010,1,19.09,15-08-2025,Delayed,Credit Card,Central,0.1
O315630,C00178,P0020,5,26.58,15-08-2025,delivered,Bank Transfer,North,
O259978,C00305,P0023,2,25.51,24-07-2025, Cancelled ,Bank Transfer,West,0
O524146,C00301,P0001,4,33.72,25-07-2025,Delivered,Credit Card,West,0.15
O426988,C00294,P0018,5,26.53,14-08-2025, DELAYED,credit card,Central,0.1
O782692,C00118,P0017,2,12.11,14-08-2025,delivered,PayPal,West,0
O425469,C00364,P0001,5,12.27,23-07-2025, Cancelled ,Credit Card,South,0.15
O397944,C00328,P0004,1,49.41,24-07-2025,delivered,Credit Card,East,0.05
O664891,C00167,P0020,2,45.68,13-08-2025,Delayed,Bank Transfer,South,0.15
O469319,C00061,P0009,3,32.8,13-08-2025,Delivered,credit card,Central,0
O982890,C00261,P0014,3,24.83,22-07-2025, Cancelled ,Bank Transfer,West,0.2
O589461,C00082,P0010,3,19.67,23-07-2025, Cancelled ,PayPal,East,
O962995,C00269,P0013,2,42.53,12-08-2025,Delayed,PayPal,East,0.05
O170067,C00041,P0027,2,35.05,12-08-2025,delivered,PayPal,West,0.15
O130443,C00030,P0012,1,23.15,21-07-2025,Delayed,Credit Card,West,0.2
O957285,C00225,P0021,3,46.18,22-07-2025,delivered,Bank Transfer,Central,
O990779,C00356,P0008,1,38.43,11-08-2025, DELAYED,Bank Transfer,East,0.2
O356797,C00113,P0021,3,20.46,11-08-2025,Delivered,Bank Transfer,Central,0
O609975,C00334,P0008,3,26.51,20-07-2025,Delayed,credit card,East,0.2
O391456,C00351,P0001,4,11.29,21-07-2025,Delivered,Credit Card,East,
O206812,C00317,P0005,5,27.75,10-08-2025, DELAYED,Credit Card,West,0
O736616,C00486,P0024,3,23.07,10-08-2025,Delivered,Bank Transfer,East,
O533529,C00255,P0020,2,24.8,19-07-2025,delivered,credit card,South,0.2
O165922,C00352,P0020,2,32.71,20-07-2025,Delivered,credit card,Central,
O935984,C00256,P0028,3,48.28,09-08-2025, Cancelled ,PayPal,Central,0.05
O476234,C00292,P0015,2,32.35,09-08-2025, Cancelled ,credit card,West,0.1
O608997,C00296,P0023,2,9.64,18-07-2025,delivered,PayPal,North,0.2
O301425,C00146,P0012,1,12.32,19-07-2025,Delayed,Bank Transfer,North,0.15
O978547,C00441,P0002,3,19.06,08-08-2025,Delayed,credit card,Central,0.1
O116663,C00184,P0018,3,42.31,08-08-2025, DELAYED,Credit Card,Central,0.15
O109814,C00451,P0005,5,41.96,17-07-2025, DELAYED,PayPal,Central,0.05
O513691,C00491,P0028,2,9.87,18-07-2025,Delivered,Bank Transfer,West,0.15
O862059,C00286,P0011,4,13.24,07-08-2025, DELAYED,Credit Card,North,0.1
O840627,C00175,P0023,2,40.51,07-08-2025,Delivered,credit card,North,0.15
O318597,C00165,P0018,3,15.73,16-07-2025,Delayed,Credit Card,North,0
O675518,C00467,P0020,4,44.75,17-07-2025, DELAYED,Credit Card,North,0.2
O759220,C00095,P0027,4,38.07,06-08-2025, DELAYED,Bank Transfer,South,
O320987,C00021,P0017,2,36.57,06-08-2025, DELAYED,Credit Card,West,
O276883,C00376,P0010,3,26.01,15-07-2025,delivered,Bank Transfer,West,0.2
O345174,C00356,P0007,3,41.82,16-07-2025, Cancelled ,credit card,North,
O121860,C00137,P0003,4,35.95,05-08-2025,Delivered,credit card,South,0.1
O485007,C00014,P0005,1,17.69,05-08-2025, DELAYED,credit card,East,
O565018,C00005,P0027,4,9.84,14-07-2025, Cancelled ,Bank Transfer,West,0
O476037,C00368,P0025,2,19.84,15-07-2025, Cancelled ,Bank Transfer,West,0
O530888,C00193,P0023,5,30.56,04-08-2025,Delivered,Credit Card,West,
O659952,C00212,P0017,5,29.34,04-08-2025, DELAYED,Bank Transfer,East,0
O512516,C00185,P0011,3,28.93,13-07-2025, DELAYED,PayPal,West,
O921260,C00074,P0014,5,43.24,14-07-2025, Cancelled ,Bank Transfer,Central,0.05
O129008,C00223,P0007,5,23.11,03-08-2025, DELAYED,PayPal,South,0.1
O882299,C00440,P0015,4,22.61,03-08-2025, Cancelled ,Credit Card,Central,0.05
O137720,C00034,P0018,4,22.01,12-07-2025,Delayed,credit card,West,0.2
O293726,C00163,P0013,5,49.96,13-07-2025,Delivered,Bank Transfer,East,0.2
O962974,C00428,P0030,1,9.95,02-08-2025, DELAYED,PayPal,South,0.15
O766149,C00389,P0007,4,38.15,02-08-2025,delivered,PayPal,North,0.2
O910292,C00133,P0015,4,36.82,11-07-2025, DELAYED,credit card,West,0
O514215,C00065,P0023,4,12.17,12-07-2025,delivered,PayPal,Central,0.05
O568525,C00217,P0024,2,14.45,01-08-2025, DELAYED,Bank Transfer,West,0.05
O797030,C00495,P0026,1,14.96,01-08-2025, DELAYED,PayPal,South,0.15
O147468,C00038,P0026,2,45.78,10-07-2025, Cancelled ,PayPal,Central,0.15
O940954,C00498,P0011,5,18.61,11-07-2025, DELAYED,Bank Transfer,Central,
O514358,C00288,P0027,1,41.71,31-07-2025,Delivered,PayPal,South,0.2
O804964,C00479,P0020,2,48.35,31-07-2025,Delayed,PayPal,East,0.1
O362527,C00377,P0023,2,22.8,09-07-2025, Cancelled ,Bank Transfer,West,0.2
O223845,C00225,P0029,1,35.84,10-07-2025,Delayed,credit card,East,0
O553852,C00461,P0015,3,16.72,30-07-2025, Cancelled ,PayPal,Central,
O703890,C00449,P0017,4,19.01,30-07-2025,Delivered,credit card,Central,0
O708037,C00440,P0028,3,12.5,08-07-2025, DELAYED,PayPal,South,0
O710922,C00248,P0025,5,14.82,09-07-2025, DELAYED,PayPal,East,0
O269653,C00031,P0025,2,41.57,29-07-2025,Delivered,Credit Card,South,0
O710783,C00330,P0024,4,39.07,29-07-2025, DELAYED,Credit Card,West,0.2
O222096,C00190,P0013,5,42.86,07-07-2025, DELAYED,credit card,East,
O786967,C00104,P0003,3,46.55,08-07-2025, DELAYED,Bank Transfer,Central,0.1
O462734,C00393,P0028,5,40.99,28-07-2025,Delayed,PayPal,West,0.05
O252213,C00378,P0016,1,16.68,28-07-2025,Delivered,credit card,North,0.2
O133884,C00054,P0020,5,29.67,06-07-2025, Cancelled ,credit card,West,0.05
O722032,C00328,P0030,2,48.57,07-07-2025, Cancelled ,Credit Card,North,0.1
O397641,C00091,P0024,4,37.02,27-07-2025,Delivered,PayPal,East,0.15
O481773,C00491,P0010,3,41.82,27-07-2025, Cancelled ,PayPal,West,0.2
O161749,C00428,P0018,2,46.77,05-07-2025,Delivered,Credit Card,North,0.15
O530077,C00334,P0028,4,36.23,06-07-2025, DELAYED,Bank Transfer,Central,0.2
O585040,C00025,P0023,4,46.64,26-07-2025, Cancelled ,Credit Card,East,0
O188230,C00039,P0022,5,14.63,26-07-2025, DELAYED,Bank Transfer,West,0.2
O534857,C00292,P0013,1,34.24,04-07-2025,Delayed,credit card,East,0.05
O687422,C00409,P0023,3,10.77,05-07-2025, Cancelled ,Credit Card,South,0.15
O202350,C00417,P0013,5,43.54,25-07-2025,Delayed,credit card,South,0.15
O931817,C00021,P0027,3,44.39,25-07-2025, Cancelled ,Bank Transfer,Central,
O590922,C00163,P0022,1,48.41,03-07-2025,Delayed,credit card,Central,0
O237940,C00466,P0021,1,33.01,04-07-2025, DELAYED,Credit Card,South,0.2
O926281,C00029,P0025,3,14.6,24-07-2025,delivered,Bank Transfer,East,0.2
O380263,C00158,P0015,2,38.09,24-07-2025,Delivered,Bank Transfer,South,
O941244,C00359,P0012,5,14,02-07-2025, DELAYED,Credit Card,North,0.05
O201571,C00244,P0007,2,43.46,03-07-2025,delivered,Bank Transfer,East,0.1
O889247,C00486,P0005,4,16.2,23-07-2025, DELAYED,PayPal,East,0.1
O855576,C00365,P0027,3,44.79,23-07-2025,delivered,Credit Card,East,0.2
O735004,,P0017,2,12.18,01-07-2025,delivered,Bank Transfer,Central,
O946144,C00423,P0030,4,25.17,02-07-2025,Delayed,Bank Transfer,North,0.15
O534466,C00161,P0011,2,46.19,22-07-2025,Delayed,Bank Transfer,East,0.05
O554340,C00490,P0003,1,46.53,22-07-2025,delivered,credit card,North,0.2
O581851,C00246,P0027,1,45.44,30-06-2025,Delivered,credit card,East,0.1
O490113,C00286,P0010,,13.49,01-07-2025, DELAYED,Bank Transfer,South,0.2
O774628,C00087,P0019,4,9.76,21-07-2025,delivered,Bank Transfer,South,0.15
O557323,C00344,P0009,5,30.05,21-07-2025,Delivered,credit card,North,0.2
O797259,C00107,P0023,3,18.79,29-06-2025, Cancelled ,Bank Transfer,Central,0.15
O367974,C00376,P0022,2,46.63,30-06-2025,Delayed,PayPal,East,0.05
O816249,C00099,P0028,1,8.57,20-07-2025, DELAYED,PayPal,East,0.05
O850716,C00234,P0008,2,45.75,20-07-2025,Delayed,Credit Card,South,0
O167371,C00280,P0018,1,33.51,28-06-2025, DELAYED,Credit Card,Central,0.2
O847845,C00158,P0004,3,16.92,29-06-2025,delivered,credit card,Central,
O819734,C00016,P0019,2,14.41,19-07-2025,Delayed,credit card,South,0.15
O518040,C00077,P0014,2,27.52,19-07-2025, Cancelled ,credit card,West,0.1
O312239,C00180,P0030,5,37.86,27-06-2025,Delayed,Bank Transfer,West,0.05
O154379,C00430,P0025,1,46.82,28-06-2025,Delivered,credit card,Central,0.15
O639608,C00410,P0024,5,49.01,18-07-2025, Cancelled ,credit card,North,0.1
O190514,C00206,P0027,5,12.92,18-07-2025,delivered,Credit Card,North,
O638698,C00208,P0025,1,19.22,26-06-2025,Delivered,PayPal,East,0.2
O330919,C00008,P0015,5,29.47,27-06-2025,Delayed,credit card,East,0.2
O623630,C00222,P0006,4,23.45,17-07-2025, DELAYED,credit card,North,0.1
O846675,C00069,P0015,4,13,17-07-2025,Delayed,credit card,South,0.1
O870050,C00204,P0008,5,26.99,25-06-2025,Delivered,credit card,West,0
O637955,C00381,P0007,4,40.18,26-06-2025,Delivered,Credit Card,Central,0.2
O980231,C00454,P0008,1,42.05,16-07-2025, DELAYED,Credit Card,Central,
O989155,C00049,P0019,5,27.7,16-07-2025, DELAYED,PayPal,Central,0
O552344,C00196,P0026,1,15.72,24-06-2025,delivered,credit card,West,
O425510,C00216,P0026,1,10.62,25-06-2025,Delivered,Credit Card,East,0.15
O835141,C00137,P0009,4,20.47,15-07-2025,delivered,credit card,South,
O843496,C00126,P0019,3,26.91,15-07-2025,Delayed,PayPal,Central,0
O784880,C00459,P0008,1,45.16,23-06-2025, Cancelled ,credit card,South,0.1
O801028,C00274,P0013,1,41.06,24-06-2025,delivered,credit card,North,0
O720162,C00409,P0029,2,31.01,14-07-2025,Delivered,credit card,South,0.1
O335604,C00470,P0004,4,10.36,14-07-2025,Delayed,Credit Card,North,
O137196,C00299,P0003,4,11.01,22-06-2025, Cancelled ,PayPal,South,0.05
O674445,C00133,P0025,1,40.37,23-06-2025,Delayed,Credit Card,North,0.15
O642187,C00337,P0025,3,23.22,13-07-2025, DELAYED,Credit Card,West,0.2
O380919,C00489,P0022,3,43.76,13-07-2025,delivered,Credit Card,West,
O118311,C00311,P0016,3,31.39,21-06-2025,Delivered,credit card,Central,
O724816,C00382,P0004,2,16.62,22-06-2025,delivered,Credit Card,South,
O368037,C00212,P0027,1,9.79,12-07-2025, Cancelled ,credit card,North,0.15
O791309,C00373,P0019,1,8.88,12-07-2025, DELAYED,credit card,North,0.1
O896592,C00233,P0006,3,11.92,20-06-2025, Cancelled ,PayPal,Central,0
O196972,C00339,P0004,4,33.23,21-06-2025,Delayed,Credit Card,North,0.1
O782307,C00493,P0019,3,11.7,11-07-2025,delivered,Credit Card,East,0.1
O232518,C00084,P0026,5,22.05,11-07-2025, Cancelled ,PayPal,South,0
O132177,C00189,P0024,5,27.74,19-06-2025, Cancelled ,Credit Card,West,0.15
O999107,C00332,P0005,2,9.22,20-06-2025,Delivered,Credit Card,West,0.05
O487774,C00246,P0008,2,36.37,10-07-2025, Cancelled ,Credit Card,East,0.1
O918160,C00390,P0017,3,26.02,10-07-2025,delivered,PayPal,West,0.1
O367156,C00227,P0027,2,49.79,18-06-2025,Delivered,PayPal,Central,
O780845,C00065,P0005,3,15.11,19-06-2025,Delivered,credit card,West,0
O123914,C00020,P0023,2,41.7,09-07-2025,delivered,Credit Card,Central,0
O553132,C00070,P0007,1,18.19,09-07-2025, Cancelled ,Credit Card,West,0.15
O193936,C00120,P0003,5,45.53,17-06-2025, Cancelled ,Credit Card,East,0.1
O438675,C00464,P0015,2,18.55,18-06-2025, Cancelled ,Credit Card,North,0
O569766,C00479,P0009,5,40.71,08-07-2025,Delayed,credit card,Central,0.1
O550995,C00054,P0017,1,8.62,08-07-2025, DELAYED,Bank Transfer,East,
O747221,C00216,P0015,2,36.98,16-06-2025,Delayed,PayPal,East,0
O636801,C00120,P0005,2,33.22,17-06-2025,delivered,Credit Card,South,
O531809,C00403,P0019,1,11.82,07-07-2025,Delayed,Bank Transfer,West,
O824018,C00007,P0027,5,19.2,07-07-2025, Cancelled ,credit card,West,0.15
O238900,C00428,P0006,4,28.99,15-06-2025,Delivered,Bank Transfer,East,0
O580451,C00331,P0014,3,41.92,16-06-2025,Delayed,Bank Transfer,East,0.15
O165451,C00326,P0012,1,46.21,06-07-2025,Delivered,credit card,North,0.05
O582648,C00294,P0012,2,35.87,06-07-2025,delivered,Bank Transfer,South,0.2
O160700,C00021,P0022,3,18.3,14-06-2025, DELAYED,Bank Transfer,Central,0
O960541,C00049,P0015,4,31.79,15-06-2025,Delayed,Bank Transfer,South,0.15
O669871,C00483,P0020,1,47.62,05-07-2025,Delayed,credit card,South,0.2
O430942,C00385,P0007,4,28.05,05-07-2025,Delayed,credit card,North,0.2
O671311,C00267,P0023,2,31.75,13-06-2025,Delayed,PayPal,South,0.05
O594638,C00491,P0013,5,42.67,14-06-2025,Delivered,PayPal,North,0
O815545,C00314,P0029,2,27.03,04-07-2025, Cancelled ,credit card,South,
O149934,C00053,P0028,1,34.92,04-07-2025,Delivered,Bank Transfer,South,0.2
O703996,C00410,P0002,2,28.88,12-06-2025,delivered,PayPal,East,
O736791,C00431,P0001,3,40.3,13-06-2025,Delayed,credit card,West,0.15
O858445,C00054,P0014,5,15.65,03-07-2025,delivered,Credit Card,South,0.2
O482370,C00464,P0021,5,49.46,03-07-2025, DELAYED,PayPal,South,0.15
O310101,C00018,P0013,4,10.91,11-06-2025,Delivered,Credit Card,West,0.2
O829747,C00124,P0019,1,44.49,12-06-2025, DELAYED,Bank Transfer,East,0
O413048,C00125,P0007,3,36.73,02-07-2025,Delivered,credit card,East,0.05
O921072,C00113,P0016,3,18.27,02-07-2025,delivered,PayPal,East,0.2
O279856,C00316,P0012,2,24.92,10-06-2025, Cancelled ,Credit Card,Central,0.15
O207812,C00262,P0022,4,42.14,11-06-2025,delivered,PayPal,East,0.1
O879815,C00034,P0008,5,31.1,01-07-2025,delivered,Credit Card,North,0
O973280,C00194,P0015,1,18.59,01-07-2025,Delayed,credit card,West,0
O628409,C00294,P0022,2,38,09-06-2025,delivered,Bank Transfer,East,0.2
O888957,C00388,P0008,1,49.84,10-06-2025, Cancelled ,credit card,Central,0
O406782,C00399,P0019,4,9.22,30-06-2025, DELAYED,credit card,North,0
O611456,C00406,P0014,1,41.59,30-06-2025,Delayed,credit card,South,0.15
O330105,C00400,P0026,1,40.65,08-06-2025,delivered,Credit Card,North,
O239593,C00342,P0015,3,30.54,09-06-2025, DELAYED,PayPal,Central,0.2
O788520,C00272,P0020,5,27.36,29-06-2025,Delayed,Credit Card,West,0
O978779,C00071,P0016,3,22.04,29-06-2025, DELAYED,Credit Card,East,0.05
O256710,C00347,P0006,2,21.29,07-06-2025,delivered,Credit Card,South,0.2
O539499,C00346,P0017,2,13.01,08-06-2025,delivered,Credit Card,Central,0
O374980,C00068,P0016,1,21.74,28-06-2025,Delivered,credit card,South,0.1
O439576,C00238,P0026,4,13.92,28-06-2025, DELAYED,PayPal,West,0.1
O740692,C00277,P0024,5,10.21,06-06-2025,Delayed,PayPal,Central,
O373233,C00385,P0005,4,28.87,07-06-2025, DELAYED,Credit Card,Central,0.15
O524866,C00149,P0001,1,17.92,27-06-2025,Delivered,credit card,South,0.05
O203655,C00493,P0006,5,10.2,27-06-2025, DELAYED,credit card,East,0.2
O732397,C00072,P0003,3,38.09,05-06-2025, Cancelled ,Bank Transfer,Central,0.2
O594114,C00371,P0005,3,29.84,06-06-2025, DELAYED,credit card,North,0.2
O712881,C00255,P0008,2,11.96,26-06-2025,Delivered,Credit Card,South,
O967596,C00080,P0004,2,39.97,26-06-2025, Cancelled ,credit card,South,
O377904,C00500,P0007,5,23.76,04-06-2025, DELAYED,Bank Transfer,South,0.15
O299995,C00330,P0007,4,38.5,05-06-2025,Delayed,credit card,Central,0.1
O405366,C00008,P0006,5,42.44,25-06-2025,delivered,Bank Transfer,North,0.05
O838951,C00034,P0013,1,28.05,25-06-2025,delivered,credit card,North,0
O404200,C00028,P0028,5,43.29,03-06-2025,Delayed,Bank Transfer,Central,
O905686,C00231,P0014,2,21.99,04-06-2025, Cancelled ,credit card,East,0.15
O930020,C00345,P0006,2,14.95,24-06-2025, DELAYED,Credit Card,South,0
O790117,C00113,P0020,5,11.76,24-06-2025,Delayed,Bank Transfer,East,0.15
O582329,C00489,P0014,1,31.14,02-06-2025, Cancelled ,Bank Transfer,South,0.15
O719105,C00245,P0009,5,40.43,03-06-2025,Delivered,credit card,Central,0.15
O852603,C00169,P0010,4,18.79,23-06-2025,Delivered,PayPal,North,0.15
O356539,C00179,P0022,5,45.27,23-06-2025,Delayed,Credit Card,West,0.1
O876962,C00362,P0029,1,33.14,01-06-2025,Delayed,PayPal,South,0.1
O291491,C00092,P0023,3,40.04,02-06-2025,Delayed,PayPal,South,0.05
O646795,C00385,P0004,4,38.74,22-06-2025, Cancelled ,Credit Card,West,0.2
O144315,C00385,P0012,3,31.59,22-06-2025, DELAYED,PayPal,South,0.05
O995899,C00313,P0009,2,18.71,31-05-2025, DELAYED,PayPal,South,
O975220,C00372,P0016,5,22.07,01-06-2025, DELAYED,Credit Card,East,0.1
O965331,C00312,P0019,1,26.9,21-06-2025, DELAYED,Bank Transfer,Central,0.1
O359655,C00201,P0020,5,19.41,21-06-2025,delivered,PayPal,West,0.15
O440061,C00287,P0019,4,32.5,30-05-2025,delivered,PayPal,Central,0.2
O961340,C00291,P0012,2,22.23,31-05-2025,Delayed,credit card,East,0.2
O441065,C00490,P0014,2,12.76,20-06-2025,Delivered,credit card,North,0.15
O420794,C00039,P0018,2,47.74,20-06-2025,Delivered,Credit Card,South,0.15
O940904,C00179,P0001,4,43.93,29-05-2025,Delayed,Bank Transfer,West,0.1
O310254,C00296,P0001,1,29.9,30-05-2025, Cancelled ,PayPal,Central,0.15
O218065,C00324,,5,25.61,19-06-2025,Delayed,PayPal,North,0.2
O226925,C00325,P0026,4,9.29,19-06-2025, DELAYED,Bank Transfer,South,0.2
O370368,C00401,P0027,2,16.92,28-05-2025,Delivered,credit card,East,0.2
O942921,C00080,P0002,3,36.4,29-05-2025,Delivered,Credit Card,West,0
O956107,C00281,P0021,3,31.97,18-06-2025,Delivered,Bank Transfer,North,0.05
O427399,C00032,P0028,3,27.29,18-06-2025,delivered,Credit Card,West,0
O166828,C00363,P0012,2,44.21,27-05-2025,delivered,PayPal,North,0.15
O365227,C00199,P0022,5,29.74,28-05-2025,delivered,PayPal,West,0.05
O318065,C00137,P0011,3,45.52,17-06-2025, Cancelled ,PayPal,West,0.15
O435948,C00446,P0014,2,40.72,17-06-2025,delivered,PayPal,North,0.2
O667952,C00071,P0001,1,27.25,26-05-2025,Delivered,Credit Card,West,0
O946044,C00031,P0016,3,43.98,27-05-2025,delivered,Bank Transfer,East,0.1
O379341,C00489,P0025,1,47.85,16-06-2025, DELAYED,Credit Card,East,0.1
O250359,C00399,P0015,3,36.61,16-06-2025,delivered,Bank Transfer,East,
O194944,C00094,P0014,3,17.18,25-05-2025,delivered,Bank Transfer,West,0.15
O141027,C00433,P0014,3,23.37,26-05-2025,delivered,Bank Transfer,West,0.1
O426122,C00293,P0020,5,21.32,15-06-2025,delivered,Credit Card,North,0.1
O277328,C00377,P0016,3,24.25,15-06-2025,delivered,PayPal,South,0
O864846,C00306,P0026,1,9.5,24-05-2025, Cancelled ,credit card,South,
O966041,C00132,P0011,5,43.22,25-05-2025,Delivered,Bank Transfer,South,0.05
O396282,C00372,P0003,2,33.08,14-06-2025, DELAYED,credit card,South,0.2
O709331,C00404,P0001,3,47.09,14-06-2025,delivered,Credit Card,East,0.1
O359940,C00474,P0023,4,35.23,23-05-2025,Delivered,credit card,South,0
O722474,C00316,P0001,3,43.11,24-05-2025, DELAYED,PayPal,West,
O690226,C00347,P0013,3,39.22,13-06-2025,Delayed,Credit Card,West,0
O505694,C00254,P0023,3,20.8,13-06-2025, Cancelled ,Bank Transfer,East,0.05
O743907,C00490,P0005,1,9.89,22-05-2025,delivered,Credit Card,South,0.1
O327567,C00098,P0019,3,46.37,23-05-2025,delivered,Bank Transfer,South,0.15
O646031,C00488,P0014,1,37.52,12-06-2025, DELAYED,credit card,North,0.05
O932873,C00156,P0019,4,38.35,12-06-2025,Delivered,Credit Card,South,0.2
O183048,C00492,P0019,3,15.74,21-05-2025, Cancelled ,credit card,South,
O832306,C00321,P0020,5,34.66,22-05-2025,delivered,PayPal,North,0.05
O994290,C00344,P0024,3,48.35,11-06-2025, Cancelled ,PayPal,South,0.2
O525978,C00329,P0023,5,12.02,11-06-2025, DELAYED,Credit Card,South,0.2
O235176,C00352,P0027,1,9.13,20-05-2025,Delayed,Bank Transfer,East,0.05
O880275,C00480,P0003,5,11.03,21-05-2025,delivered,PayPal,Central,0
O782697,C00140,P0026,2,43.46,10-06-2025, DELAYED,Credit Card,East,
O987682,C00167,P0030,5,8.63,10-06-2025,Delivered,Bank Transfer,West,0.15
O478164,C00458,P0006,4,46.82,19-05-2025,Delivered,Bank Transfer,South,0.2
O455904,C00137,P0002,2,36.59,20-05-2025, Cancelled ,credit card,North,
O671561,C00202,P0011,2,40.55,09-06-2025,Delivered,credit card,East,0.2
